GCA_003164925.1_20120700_S1D_genomic	64
GCA_003164135.1_20120700_S1D_genomic	94
GCA_003140945.1_20120800_E3X_genomic	34
GCA_003156775.1_20120600_P2S_genomic	55
GCA_003163815.1_20120800_S1M_genomic	111
GCA_003167295.1_20110700_P2D_genomic	78
GCA_003139215.1_20110800_S1M_genomic	64
GCA_003164855.1_20120700_P3S_genomic	138
GCA_003164305.1_20120700_S1D_genomic	125
GCA_003131845.1_20120500_P35_genomic	76
GCA_003139575.1_20110800_P2D_genomic	70
GCA_003133365.1_20120500_P27_genomic	39
GCA_003164495.1_20120700_S1D_genomic	115
GCA_003156975.1_20120600_E3D_genomic	51
GCA_003153315.1_20120700_P3D_genomic	81
GCA_003134455.1_20111000_S1D_genomic	49
GCA_003136415.1_20111000_P1D_genomic	54
GCA_003155615.1_20120700_E2X_genomic	99
GCA_003136875.1_20111000_P1M_genomic	89
GCA_003159405.1_20120700_S3X_genomic	34
GCA_003134115.1_20111000_S2M_genomic	57
GCA_003167255.1_20110700_P2D_genomic	278
GCA_003168335.1_20110700_P1D_genomic	116
GCA_003142415.1_20120800_E3D_genomic	137
GCA_003165375.1_20120700_S1D_genomic	50
GCA_003169075.1_20110600_S2D_genomic	56
GCA_003141435.1_20120800_E3S_genomic	103
GCA_003166595.1_20110700_S1M_genomic	82
GCA_003161355.1_20110600_S1D_genomic	236
GCA_003166795.1_20110700_P3M_genomic	77
GCA_003142685.1_20120800_E2D_genomic	36
GCA_003135575.1_20111000_P3M_genomic	33
GCA_003153155.1_20120700_P3D_genomic	53
GCA_003131505.1_20120500_P34_genomic	64
GCA_003168015.1_20110700_P2M_genomic	180
GCA_003152755.1_20120700_E3X_genomic	34
GCA_003158195.1_20120600_P2S_genomic	97
GCA_003161295.1_20110600_S1M_genomic	141
GCA_003161555.1_20110600_P1M_genomic	55
GCA_003139815.1_20110800_S2M_genomic	191
GCA_003131585.1_20120500_P33_genomic	79
GCA_003138655.1_20110800_S2M_genomic	34
GCA_003141995.1_20120800_E1D_genomic	86
GCA_003158175.1_20120600_P3M_genomic	69
GCA_003163335.1_20120800_S2D_genomic	24
GCA_003134895.1_20111000_P3D_genomic	241
GCA_003139095.1_20110800_S1M_genomic	105
GCA_003166775.1_20110700_P3M_genomic	84
GCA_003166525.1_20110700_S2D_genomic	187
GCA_003135195.1_20111000_S2D_genomic	41
GCA_003161655.1_20110600_P1D_genomic	92
GCA_003160145.1_20120700_S2D_genomic	87
GCA_003134815.1_20111000_P3D_genomic	145
GCA_003140725.1_20120800_P2D_genomic	223
GCA_003139415.1_20110800_P3S_genomic	118
GCA_003163215.1_20120800_S2X_genomic	68
GCA_003159865.1_20120700_S3D_genomic	39
GCA_003171055.1_20110800_E1D_genomic	63
GCA_003158275.1_20120600_E3D_genomic	83
GCA_003142295.1_20120800_E3S_genomic	50
GCA_003159975.1_20120700_S3D_genomic	180
GCA_003165035.1_20120700_S1D_genomic	125
GCA_003167365.1_20110700_P2D_genomic	96
GCA_003164775.1_20120700_S1D_genomic	25
GCA_003170595.1_20110800_E3D_genomic	401
GCA_003168255.1_20110700_P1S_genomic	104
GCA_003134695.1_20111000_P3M_genomic	63
GCA_003159735.1_20120700_S2X_genomic	260
GCA_003134635.1_20111000_P3M_genomic	89
GCA_003135255.1_20111000_S2D_genomic	56
GCA_003134785.1_20111000_P3D_genomic	103
GCA_003153495.1_20120700_P3D_genomic	86
GCA_003162875.1_20120800_S3X_genomic	209
GCA_003140215.1_20110800_P1M_genomic	87
GCA_003165455.1_20120700_P3M_genomic	111
GCA_003135515.1_20111000_P3M_genomic	116
GCA_003157935.1_20120600_E1D_genomic	67
GCA_003167925.1_20110700_S1D_genomic	142
GCA_003166815.1_20110700_P3M_genomic	123
GCA_003142115.1_20120700_S3X_genomic	83
GCA_003156015.1_20120600_S2M_genomic	43
GCA_003140155.1_20110800_P3M_genomic	127
GCA_003134995.1_20111000_P2S_genomic	123
GCA_003153125.1_20120700_P3D_genomic	65
GCA_003165155.1_20120700_S1D_genomic	101
GCA_003159275.1_20120700_S3X_genomic	79
GCA_003142355.1_20120800_E3S_genomic	233
GCA_003156855.1_20120600_P2M_genomic	130
GCA_003170715.1_20110800_E2M_genomic	73
GCA_003165825.1_20110800_E1D_genomic	56
GCA_003141205.1_20120800_E3X_genomic	65
