Genome	10p_S10_R1_001.clean.fastq Relative Abundance (%)	10p_S10_R1_001.clean.fastq Variance	10p_S10_R1_001.clean.fastq RPKM	10p_S10_R1_001.clean.fastq TPM	10_S36_R1_001.clean.fastq Relative Abundance (%)	10_S36_R1_001.clean.fastq Variance	10_S36_R1_001.clean.fastq RPKM	10_S36_R1_001.clean.fastq TPM	11p_S11_R1_001.clean.fastq Relative Abundance (%)	11p_S11_R1_001.clean.fastq Variance	11p_S11_R1_001.clean.fastq RPKM	11p_S11_R1_001.clean.fastq TPM	11_S37_R1_001.clean.fastq Relative Abundance (%)	11_S37_R1_001.clean.fastq Variance	11_S37_R1_001.clean.fastq RPKM	11_S37_R1_001.clean.fastq TPM	12p_S12_R1_001.clean.fastq Relative Abundance (%)	12p_S12_R1_001.clean.fastq Variance	12p_S12_R1_001.clean.fastq RPKM	12p_S12_R1_001.clean.fastq TPM	12_S38_R1_001.clean.fastq Relative Abundance (%)	12_S38_R1_001.clean.fastq Variance	12_S38_R1_001.clean.fastq RPKM	12_S38_R1_001.clean.fastq TPM	13p_S13_R1_001.clean.fastq Relative Abundance (%)	13p_S13_R1_001.clean.fastq Variance	13p_S13_R1_001.clean.fastq RPKM	13p_S13_R1_001.clean.fastq TPM	13_S39_R1_001.clean.fastq Relative Abundance (%)	13_S39_R1_001.clean.fastq Variance	13_S39_R1_001.clean.fastq RPKM	13_S39_R1_001.clean.fastq TPM	14p_S14_R1_001.clean.fastq Relative Abundance (%)	14p_S14_R1_001.clean.fastq Variance	14p_S14_R1_001.clean.fastq RPKM	14p_S14_R1_001.clean.fastq TPM	14_S40_R1_001.clean.fastq Relative Abundance (%)	14_S40_R1_001.clean.fastq Variance	14_S40_R1_001.clean.fastq RPKM	14_S40_R1_001.clean.fastq TPM	15p_S15_R1_001.clean.fastq Relative Abundance (%)	15p_S15_R1_001.clean.fastq Variance	15p_S15_R1_001.clean.fastq RPKM	15p_S15_R1_001.clean.fastq TPM	15_S41_R1_001.clean.fastq Relative Abundance (%)	15_S41_R1_001.clean.fastq Variance	15_S41_R1_001.clean.fastq RPKM	15_S41_R1_001.clean.fastq TPM	16p_S16_R1_001.clean.fastq Relative Abundance (%)	16p_S16_R1_001.clean.fastq Variance	16p_S16_R1_001.clean.fastq RPKM	16p_S16_R1_001.clean.fastq TPM	16_S42_R1_001.clean.fastq Relative Abundance (%)	16_S42_R1_001.clean.fastq Variance	16_S42_R1_001.clean.fastq RPKM	16_S42_R1_001.clean.fastq TPM	17p_S17_R1_001.clean.fastq Relative Abundance (%)	17p_S17_R1_001.clean.fastq Variance	17p_S17_R1_001.clean.fastq RPKM	17p_S17_R1_001.clean.fastq TPM	17_S43_R1_001.clean.fastq Relative Abundance (%)	17_S43_R1_001.clean.fastq Variance	17_S43_R1_001.clean.fastq RPKM	17_S43_R1_001.clean.fastq TPM	18p_S18_R1_001.clean.fastq Relative Abundance (%)	18p_S18_R1_001.clean.fastq Variance	18p_S18_R1_001.clean.fastq RPKM	18p_S18_R1_001.clean.fastq TPM	18_S44_R1_001.clean.fastq Relative Abundance (%)	18_S44_R1_001.clean.fastq Variance	18_S44_R1_001.clean.fastq RPKM	18_S44_R1_001.clean.fastq TPM	19p_S19_R1_001.clean.fastq Relative Abundance (%)	19p_S19_R1_001.clean.fastq Variance	19p_S19_R1_001.clean.fastq RPKM	19p_S19_R1_001.clean.fastq TPM	19_S45_R1_001.clean.fastq Relative Abundance (%)	19_S45_R1_001.clean.fastq Variance	19_S45_R1_001.clean.fastq RPKM	19_S45_R1_001.clean.fastq TPM	1p_S1_R1_001.clean.fastq Relative Abundance (%)	1p_S1_R1_001.clean.fastq Variance	1p_S1_R1_001.clean.fastq RPKM	1p_S1_R1_001.clean.fastq TPM	1_S27_R1_001.clean.fastq Relative Abundance (%)	1_S27_R1_001.clean.fastq Variance	1_S27_R1_001.clean.fastq RPKM	1_S27_R1_001.clean.fastq TPM	20p_S20_R1_001.clean.fastq Relative Abundance (%)	20p_S20_R1_001.clean.fastq Variance	20p_S20_R1_001.clean.fastq RPKM	20p_S20_R1_001.clean.fastq TPM	20_S46_R1_001.clean.fastq Relative Abundance (%)	20_S46_R1_001.clean.fastq Variance	20_S46_R1_001.clean.fastq RPKM	20_S46_R1_001.clean.fastq TPM	21p_S21_R1_001.clean.fastq Relative Abundance (%)	21p_S21_R1_001.clean.fastq Variance	21p_S21_R1_001.clean.fastq RPKM	21p_S21_R1_001.clean.fastq TPM	21_S47_R1_001.clean.fastq Relative Abundance (%)	21_S47_R1_001.clean.fastq Variance	21_S47_R1_001.clean.fastq RPKM	21_S47_R1_001.clean.fastq TPM	22p_S22_R1_001.clean.fastq Relative Abundance (%)	22p_S22_R1_001.clean.fastq Variance	22p_S22_R1_001.clean.fastq RPKM	22p_S22_R1_001.clean.fastq TPM	22_S48_R1_001.clean.fastq Relative Abundance (%)	22_S48_R1_001.clean.fastq Variance	22_S48_R1_001.clean.fastq RPKM	22_S48_R1_001.clean.fastq TPM	23p_S23_R1_001.clean.fastq Relative Abundance (%)	23p_S23_R1_001.clean.fastq Variance	23p_S23_R1_001.clean.fastq RPKM	23p_S23_R1_001.clean.fastq TPM	23_S49_R1_001.clean.fastq Relative Abundance (%)	23_S49_R1_001.clean.fastq Variance	23_S49_R1_001.clean.fastq RPKM	23_S49_R1_001.clean.fastq TPM	24p_S24_R1_001.clean.fastq Relative Abundance (%)	24p_S24_R1_001.clean.fastq Variance	24p_S24_R1_001.clean.fastq RPKM	24p_S24_R1_001.clean.fastq TPM	24_S50_R1_001.clean.fastq Relative Abundance (%)	24_S50_R1_001.clean.fastq Variance	24_S50_R1_001.clean.fastq RPKM	24_S50_R1_001.clean.fastq TPM	25p_S25_R1_001.clean.fastq Relative Abundance (%)	25p_S25_R1_001.clean.fastq Variance	25p_S25_R1_001.clean.fastq RPKM	25p_S25_R1_001.clean.fastq TPM	25_S51_R1_001.clean.fastq Relative Abundance (%)	25_S51_R1_001.clean.fastq Variance	25_S51_R1_001.clean.fastq RPKM	25_S51_R1_001.clean.fastq TPM	26p_S26_R1_001.clean.fastq Relative Abundance (%)	26p_S26_R1_001.clean.fastq Variance	26p_S26_R1_001.clean.fastq RPKM	26p_S26_R1_001.clean.fastq TPM	26_S52_R1_001.clean.fastq Relative Abundance (%)	26_S52_R1_001.clean.fastq Variance	26_S52_R1_001.clean.fastq RPKM	26_S52_R1_001.clean.fastq TPM	2p_S2_R1_001.clean.fastq Relative Abundance (%)	2p_S2_R1_001.clean.fastq Variance	2p_S2_R1_001.clean.fastq RPKM	2p_S2_R1_001.clean.fastq TPM	2_S28_R1_001.clean.fastq Relative Abundance (%)	2_S28_R1_001.clean.fastq Variance	2_S28_R1_001.clean.fastq RPKM	2_S28_R1_001.clean.fastq TPM	3p_S3_R1_001.clean.fastq Relative Abundance (%)	3p_S3_R1_001.clean.fastq Variance	3p_S3_R1_001.clean.fastq RPKM	3p_S3_R1_001.clean.fastq TPM	3_S29_R1_001.clean.fastq Relative Abundance (%)	3_S29_R1_001.clean.fastq Variance	3_S29_R1_001.clean.fastq RPKM	3_S29_R1_001.clean.fastq TPM	4p_S4_R1_001.clean.fastq Relative Abundance (%)	4p_S4_R1_001.clean.fastq Variance	4p_S4_R1_001.clean.fastq RPKM	4p_S4_R1_001.clean.fastq TPM	4_S30_R1_001.clean.fastq Relative Abundance (%)	4_S30_R1_001.clean.fastq Variance	4_S30_R1_001.clean.fastq RPKM	4_S30_R1_001.clean.fastq TPM	5p_S5_R1_001.clean.fastq Relative Abundance (%)	5p_S5_R1_001.clean.fastq Variance	5p_S5_R1_001.clean.fastq RPKM	5p_S5_R1_001.clean.fastq TPM	5_S31_R1_001.clean.fastq Relative Abundance (%)	5_S31_R1_001.clean.fastq Variance	5_S31_R1_001.clean.fastq RPKM	5_S31_R1_001.clean.fastq TPM	6p_S6_R1_001.clean.fastq Relative Abundance (%)	6p_S6_R1_001.clean.fastq Variance	6p_S6_R1_001.clean.fastq RPKM	6p_S6_R1_001.clean.fastq TPM	6_S32_R1_001.clean.fastq Relative Abundance (%)	6_S32_R1_001.clean.fastq Variance	6_S32_R1_001.clean.fastq RPKM	6_S32_R1_001.clean.fastq TPM	7p_S7_R1_001.clean.fastq Relative Abundance (%)	7p_S7_R1_001.clean.fastq Variance	7p_S7_R1_001.clean.fastq RPKM	7p_S7_R1_001.clean.fastq TPM	7_S33_R1_001.clean.fastq Relative Abundance (%)	7_S33_R1_001.clean.fastq Variance	7_S33_R1_001.clean.fastq RPKM	7_S33_R1_001.clean.fastq TPM	8p_S8_R1_001.clean.fastq Relative Abundance (%)	8p_S8_R1_001.clean.fastq Variance	8p_S8_R1_001.clean.fastq RPKM	8p_S8_R1_001.clean.fastq TPM	8_S34_R1_001.clean.fastq Relative Abundance (%)	8_S34_R1_001.clean.fastq Variance	8_S34_R1_001.clean.fastq RPKM	8_S34_R1_001.clean.fastq TPM	9p_S9_R1_001.clean.fastq Relative Abundance (%)	9p_S9_R1_001.clean.fastq Variance	9p_S9_R1_001.clean.fastq RPKM	9p_S9_R1_001.clean.fastq TPM	9_S35_R1_001.clean.fastq Relative Abundance (%)	9_S35_R1_001.clean.fastq Variance	9_S35_R1_001.clean.fastq RPKM	9_S35_R1_001.clean.fastq TPM
unmapped	100	NA	NA	NA	100	NA	NA	NA	75.33162	NA	NA	NA	78.300545	NA	NA	NA	100	NA	NA	NA	90.02653	NA	NA	NA	76.97957	NA	NA	NA	79.88152	NA	NA	NA	70.97447	NA	NA	NA	60.1192	NA	NA	NA	68.36143	NA	NA	NA	59.800392	NA	NA	NA	68.95954	NA	NA	NA	55.776554	NA	NA	NA	78.23406	NA	NA	NA	39.594048	NA	NA	NA	88.676186	NA	NA	NA	29.102308	NA	NA	NA	89.356964	NA	NA	NA	80.643	NA	NA	NA	94.541405	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	44.231308	NA	NA	NA	82.70598	NA	NA	NA	68.17508	NA	NA	NA	83.74643	NA	NA	NA	82.54221	NA	NA	NA	89.779045	NA	NA	NA	62.463856	NA	NA	NA	84.579346	NA	NA	NA	66.08156	NA	NA	NA	100	NA	NA	NA	67.42468	NA	NA	NA	100	NA	NA	NA	40.770084	NA	NA	NA	92.79245	NA	NA	NA	94.05696	NA	NA	NA	92.09169	NA	NA	NA	91.54201	NA	NA	NA	90.81138	NA	NA	NA	87.023476	NA	NA	NA	97.6373	NA	NA	NA	85.66901	NA	NA	NA	87.89342	NA	NA	NA	86.878	NA	NA	NA	91.11483	NA	NA	NA	89.68482	NA	NA	NA	92.0578	NA	NA	NA	80.646225	NA	NA	NA	73.15173	NA	NA	NA	70.289764	NA	NA	NA
11p_S11_bin.6	NaN	0	0	0	NaN	0	0	0	0.03010134	449.6313	1.8673658	1252.2078	0.015497481	17.160168	1.0592455	735.937	NaN	0	0	0	0	0	0	0	0.0660042	89.7903	4.2080593	2911.9773	0	0	0	0	0.05026798	110.29449	2.4688447	1772.2532	0.17514445	415.4147	4.063571	4271.8413	0.087549545	2571.0894	3.8401675	2753.1606	0.10057344	3.645588	2.719519	2469.5183	0.07129635	1013.8942	3.2075305	2305.7263	0.10278174	4.785499	2.4090817	2292.4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008655666	26.633492	1.3390018	817.4151	0	0	0	0	0.0049112565	20.519781	0.7107886	517.80054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008812275	24.876678	0.7668006	553.98236	0.041296907	457.24606	2.3368604	1589.1724	0.029443517	1.2248849	1.4458648	1048.3907
18_S44_bin.8	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4167155	2343.7273	18.714285	23576.164	0	0	0	0	3.9849179	22184.492	45.021072	56247.56	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	NaN	0	0	0	1.6015378	3478.3765	22.059166	27218.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11_S37_bin.4	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0.26150703	251.5819	16.914955	11752.085	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76856047	1801.3986	17.595877	18497.72	0	0	0	0	0.23992042	9.158684	6.0188513	5465.5474	0	0	0	0	0.43132728	27.19409	9.407931	8952.536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031765178	0.7057915	0.7679918	846.8855	0	0	0	0	0.013489134	8.501648	0	0	NaN	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019235775	18.395786	1.4179114	1024.3837	0	0	0	0	0.13637327	4.125381	5.81348	4215.331
15p_S15_bin.1	NaN	0	0	0	NaN	0	0	0	0.043196905	128.49217	2.4946663	1672.8594	0.039169524	39.969975	2.5025167	1738.6859	NaN	0	0	0	0	0	0	0	0.17120302	209.7596	10.217472	7070.4927	0	0	0	0	0.076887414	48.670456	3.5173006	2524.8838	0	0	0	0	0.09181938	357.37665	3.875101	2778.2053	0.03443042	0.8122938	0.911995	828.1567	0.075095445	138.7157	3.2054353	2304.2205	0.04651618	1.3283808	1.0727324	1020.8066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037813764	73.33779	3.405543	2385.1663	0	0	0	0	NaN	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011069488	24.662819	1.3986459	853.8257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052169394	7.263616	0.39740714	287.11047	0.061779507	163.99428	3.2293258	2196.0894	0.03829703	0.72110766	1.7134259	1242.3986
11p_S11_bin.9	NaN	0	0	0	NaN	0	0	0	0.060920287	287.77475	3.5760877	2398.0322	0.07899031	117.63969	5.138721	3570.2559	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06827248	67.2839	3.172021	2277.026	0	0	0	0	0.05483432	335.74103	2.35398	1687.6569	0.038535345	1.1380218	1.0517116	955.0291	0.03160151	64.1905	1.3953631	1003.05396	0.059615444	2.181908	1.4018013	1333.9468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018243663	69.67936	2.473749	1510.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008797012	42.465214	0.7835587	566.0894	0.061336137	254.72093	3.2788496	2229.7678	0.038264927	0.95673627	1.7750025	1287.0472
9p_S9_bin.6	NaN	0	0	0	NaN	0	0	0	0.111385435	641.9932	6.4084153	4297.32	0.08971172	114.485146	5.7436075	3990.5142	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019149162	11.991714	0.9232591	662.75885	0	0	0	0	0.02803243	94.53817	1.2088102	866.6415	0.019061772	0.45646846	0.523652	475.51343	0.01613526	17.381298	0.72306347	519.7727	0.022385282	0.6944447	0.533819	507.97943	0.017446985	20.779243	1.0982823	900.20935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018052975	37.36288	1.7489436	1224.9211	0	0	0	0	NaN	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010645994	17.763618	2.4782038	1311.7639	0.044615924	126.27346	5.433604	3317.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008779104	18.136047	0.7494988	541.4826	0.13987684	455.80414	7.334878	4988.0522	0.04516277	0.97972685	2.0524323	1488.2104
11p_S11_bin.71	NaN	0	0	0	NaN	0	0	0	0.10924888	1424.4249	6.7305174	4513.3125	0.13139875	290.26202	8.889409	6176.1396	NaN	0	0	0	0	0	0	0	0.1567238	286.018	10.451273	7232.282	0	0	0	0	0.12855472	215.16939	6.2454324	4483.264	0.39328337	1260.2269	9.547209	10036.534	0.16290377	2459.576	7.066527	5066.26	0.4220128	30.331959	11.672893	10599.823	0.15725115	997.7949	7.029308	5053.0024	0.35904586	26.085184	8.584688	8169.1436	0.024967536	50.02483	1.5634868	1281.5156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	0	0	0	0.012642348	0.24038501	0.16389985	243.20851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04989299	1.0587642	1.2879962	1420.3088	0.025698578	64.87936	2.6946216	1887.2528	0.13257629	146.8291	3.3536348	3893.5078	NaN	0	0	0	0.08079221	75.076164	2.2366073	2605.1343	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008532405	24.403051	2.24219	1186.837	0.035884038	164.62607	4.9211197	3004.1753	0	0	0	0	0.021662468	98.283	2.4984996	1820.1255	0.06357066	816.34924	8.614087	5339.3887	0	0	0	0	0	0	0	0	0	0	0	0	0.0073423088	0.73029083	2.1703587	1138.2041	0.043395862	119.20241	3.332051	2407.2722	0.08968438	668.6411	5.0340495	3423.385	0.24256606	11.3682575	11.637212	8438.096
17_S43_bin.5	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58144253	659.7481	7.4184694	9345.751	0	0	0	0	0.29576173	381.9543	3.2823968	4100.897	0	0	0	0	0.93220085	1567.4764	29.377748	44892.99	0	0	0	0	NaN	0	0	0	NaN	0	0	0	2.499458	961.6122	29.384361	43603.04	0	0	0	0	0.1719184	4.1810737	5.0760927	5276.833	0	0	0	0	0	0	0	0	0	0	0	0	0.11616682	35.62744	2.7833061	3069.2278	0	0	0	0	0.10701289	470.02554	2.6764717	3107.3354	NaN	0	0	0	0.10410638	221.32742	2.713556	3160.6697	NaN	0	0	0	0.46503094	623.77216	6.215202	7668.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24_S50_bin.3	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044883475	26.112219	1.3428941	1219.4436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04990747	68.687386	0.6031334	753.53125	0	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0.45555404	5.2794847	13.029833	13545.11	0	0	0	0	1.2269537	0.49075997	31.298365	75575	0	0	0	0	0.41185376	24.75616	9.431369	10400.233	0	0	0	0	0.9732196	1153.462	23.166904	26896.352	NaN	0	0	0	0.5388184	501.0505	13.402708	15611.073	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
